# [O2]	Values[Sat_O2]	
0	0	
1.55877	0.110309	
3.21498	0.196254	
5.02013	0.244967	
6.89591	0.276023	
8.81001	0.297498	
10.7471	0.313217	
12.6991	0.325214	
14.6613	0.334669	
16.6308	0.342311	
18.6055	0.348615	
20.5844	0.353903	
22.5664	0.358404	
24.5509	0.362279	
26.5374	0.365652	
28.5255	0.368614	
30.5151	0.371235	
32.5057	0.373571	
34.4973	0.375667	
36.4898	0.377557	
38.4829	0.379271	
40.4767	0.380831	
42.471	0.382258	
44.4657	0.383568	
46.4609	0.384775	
48.4564	0.385891	
50.4523	0.386925	
52.4485	0.387886	
54.4449	0.388782	
56.4415	0.389619	
58.4384	0.390402	
60.4354	0.391138	
62.4327	0.391829	
64.4301	0.39248	
66.4276	0.393094	
68.4253	0.393674	
70.4231	0.394224	
72.421	0.394744	
74.419	0.395239	
76.4172	0.395709	
78.4154	0.396156	
80.4137	0.396582	
82.412	0.396988	
84.4105	0.397376	
86.409	0.397747	
88.4076	0.398102	
90.4062	0.398442	
92.4049	0.398768	
94.4037	0.399081	
96.4025	0.399381	
98.4013	0.39967	
