# [O2]_0	Values[Sat_O2]	
0	0	
2	0.424155	
4	0.848337	
6	0.984092	
8	0.993018	
10	0.995526	
12	0.996707	
14	0.997394	
16	0.997844	
18	0.998161	
20	0.998397	
22	0.998579	
24	0.998724	
26	0.998842	
28	0.998941	
30	0.999023	
32	0.999094	
34	0.999155	
36	0.999209	
38	0.999256	
40	0.999298	
42	0.999335	
44	0.999369	
46	0.999399	
48	0.999427	
50	0.999452	
52	0.999475	
54	0.999496	
56	0.999515	
58	0.999534	
60	0.99955	
62	0.999566	
64	0.999581	
66	0.999594	
68	0.999607	
70	0.999619	
72	0.99963	
74	0.999641	
76	0.999651	
78	0.99966	
80	0.999669	
82	0.999678	
84	0.999686	
86	0.999694	
88	0.999701	
90	0.999708	
92	0.999715	
94	0.999721	
96	0.999727	
98	0.999733	
100	0.999738	
