# [O2]_0	Values[Sat_O2]	
0	0	
2	0.276355	
4	0.450448	
6	0.512153	
8	0.540947	
10	0.557502	
12	0.56823	
14	0.57574	
16	0.581287	
18	0.585551	
20	0.58893	
22	0.591673	
24	0.593945	
26	0.595856	
28	0.597486	
30	0.598894	
32	0.600121	
34	0.6012	
36	0.602157	
38	0.603011	
40	0.603778	
42	0.60447	
44	0.605098	
46	0.605671	
48	0.606195	
50	0.606677	
52	0.60712	
54	0.607531	
56	0.607912	
58	0.608266	
60	0.608596	
62	0.608904	
64	0.609194	
66	0.609465	
68	0.60972	
70	0.60996	
72	0.610187	
74	0.610402	
76	0.610605	
78	0.610797	
80	0.61098	
82	0.611154	
84	0.611319	
86	0.611477	
88	0.611628	
90	0.611771	
92	0.611909	
94	0.61204	
96	0.612166	
98	0.612287	
100	0.612403	
