# [O2]	Values[Sat_O2]	
0	0	
1.94118	0.0147057	
3.87084	0.0322899	
5.81223	0.0469425	
7.76325	0.0591869	
9.72182	0.0695459	
11.6863	0.0784165	
13.6556	0.0860956	
15.6288	0.0928072	
17.6051	0.0987229	
19.5841	0.103976	
21.5653	0.108672	
23.5484	0.112896	
25.5331	0.116714	
27.5193	0.120183	
29.5066	0.123348	
31.495	0.126248	
33.4843	0.128915	
35.4745	0.131376	
37.4654	0.133653	
39.4569	0.135767	
41.4491	0.137734	
43.4417	0.13957	
45.4349	0.141287	
47.4284	0.142895	
49.4224	0.144407	
51.4167	0.145828	
53.4113	0.147169	
55.4063	0.148434	
57.4015	0.149631	
59.3969	0.150765	
61.3926	0.15184	
63.3886	0.152862	
65.3847	0.153833	
67.381	0.154758	
69.3774	0.15564	
71.3741	0.156482	
73.3709	0.157286	
75.3678	0.158055	
77.3648	0.158792	
79.362	0.159497	
81.3593	0.160174	
83.3567	0.160824	
85.3542	0.161448	
87.3518	0.162048	
89.3495	0.162625	
91.3473	0.163181	
93.3451	0.163717	
95.3431	0.164233	
97.3411	0.164731	
99.3392	0.165212	
