# [O2]	Values[Sat_O2]	
-4.43797e-29	1.10949e-29	
0.468042	0.38299	
1.38496	0.65376	
3.09053	0.727367	
5.01039	0.747403	
6.97405	0.756488	
8.95327	0.761683	
10.9398	0.765047	
12.9304	0.767404	
14.9234	0.769147	
16.918	0.770489	
18.9138	0.771553	
20.9103	0.772417	
22.9075	0.773134	
24.9051	0.773737	
26.903	0.774253	
28.9012	0.774697	
30.8997	0.775086	
32.8983	0.775427	
34.8971	0.77573	
36.896	0.776	
38.895	0.776243	
40.8941	0.776463	
42.8934	0.776662	
44.8926	0.776843	
46.892	0.77701	
48.8914	0.777162	
50.8908	0.777303	
52.8903	0.777434	
54.8898	0.777554	
56.8893	0.777667	
58.8889	0.777772	
60.8885	0.77787	
62.8882	0.777962	
64.8878	0.778048	
66.8875	0.778129	
68.8872	0.778205	
70.8869	0.778277	
72.8866	0.778346	
74.8864	0.77841	
76.8861	0.778471	
78.8859	0.778529	
80.8857	0.778585	
82.8855	0.778637	
84.8853	0.778687	
86.8851	0.778735	
88.8849	0.778781	
90.8847	0.778825	
92.8845	0.778867	
94.8844	0.778907	
96.8842	0.778945	
